school_name,meal_date,score,summary,dish_count,dishes
新北市石碇區和平國小,2026-03-31,4,本餐主食、主蛋白、蔬菜、湯品與水果齊全，搭配均衡。亮點為地瓜飯提供纖維，清燙有機青油菜保留礦物質，麻油鮮菇湯營養豐富，保久乳補充鈣質。隱憂為椒鹽魚丁使用高鹽調味料，保久乳脂肪含量較高，建議注意鹽與脂肪的攝取量。整體屬均衡偏健康的一餐。,6,"[""椒鹽魚丁"", ""地瓜飯"", ""玉米肉末干丁"", ""麻油鮮菇湯"", ""有機青油菜"", ""保久乳""]"
新北市石碇區永定國小,2026-03-31,3,本餐主食、主菜、蔬菜、湯品與水果齊全，但營養均衡度略有不足。亮點為糙米飯提供纖維與礦物質，有機青菜清燙保留營養，排骨湯與時令水果提供豐富營養。隱憂為主菜選用高加工肉類，營養價值低；蔥燒豆腐雖有蛋白質，但油鹽偏高。整體屬一般的餐次，建議替換高加工肉類為新鮮蛋白質來源，並調整烹調手法以減少油鹽攝入。,6,"[""糙米飯"", ""棒棒腿"", ""蔥燒豆腐"", ""排骨湯"", ""有機青菜"", ""時令水果""]"
新北市石碇區石碇國小,2026-03-31,4,本餐主食、主蛋白、蔬菜、湯品與水果齊全，搭配均衡。亮點為地瓜飯提供纖維，清燙有機青油菜保留礦物質，麻油鮮菇湯營養豐富，保久乳補充鈣質。隱憂為椒鹽魚丁使用高鹽調味料，保久乳脂肪含量較高，建議注意鹽與脂肪的攝取量。整體屬均衡偏健康的一餐。,6,"[""椒鹽魚丁"", ""地瓜飯"", ""玉米肉末干丁"", ""麻油鮮菇湯"", ""有機青油菜"", ""保久乳""]"
新北市石碇區石碇高中,2026-03-31,4,本餐主食、主蛋白、蔬菜、湯品與水果齊全，搭配均衡。亮點為地瓜飯提供纖維，清燙有機青油菜保留礦物質，麻油鮮菇湯營養豐富，保久乳補充鈣質。隱憂為椒鹽魚丁使用高鹽調味料，保久乳脂肪含量較高，建議注意鹽與脂肪的攝取量。整體屬均衡偏健康的一餐。,6,"[""椒鹽魚丁"", ""地瓜飯"", ""玉米肉末干丁"", ""麻油鮮菇湯"", ""有機青油菜"", ""保久乳""]"
新北市石碇區雲海國小,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果齊全，搭配均衡。亮點為五穀飯提供全穀纖維、有機山菠菜清燙保留礦物質、豆芽排骨湯清煮保留蛋白質與礦物質、西瓜提供清爽維生素。隱憂為兩道主菜以炒與燒製烹調，略有油耗，建議減少油量；整體屬均衡偏健康的一餐。,6,"[""五穀飯"", ""有機山菠菜"", ""番茄花椰菜炒蛋"", ""芋頭燒雞"", ""豆芽排骨湯"", ""西瓜""]"
新北市石門區乾華國小,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果齊全，搭配較為均衡。亮點為五色米提供全穀纖維，產履青江菜清燙保留營養，日式蒸蛋清蒸蛋白質豐富，山藥紅棗雞湯清燉營養豐富，時令水果提供新鮮纖維與礦物質。隱憂為瓜仔肉加工度高，搭配高鈉醃漬蔬菜，營養平衡度較差，建議減少加工肉類的攝入。整體屬偏健康的一餐。,6,"[""瓜仔肉"", ""五色米"", ""日式蒸蛋"", ""山藥紅棗雞湯"", ""產履青江菜"", ""時令水果""]"
新北市石門區石門實驗國中,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果齊全，搭配較為均衡。亮點為主食麥片飯提供全穀纖維、有機青松菜清燙保留營養、山藥紅棗雞湯營養豐富、椪柑富含維生素。隱憂為瓜仔肉加工肉類搭配高鈉醃漬蔬菜，營養平衡度較差，日式蒸蛋雖蛋白質豐富但鰹魚醬油鈉偏高，建議減少高加工肉類與高鈉醬料使用。整體屬偏健康的一餐。,6,"[""瓜仔肉"", ""麥片飯"", ""日式蒸蛋"", ""山藥紅棗雞湯"", ""有機青松菜"", ""椪柑""]"
新北市石門區老梅實驗國小,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果齊全，但營養均衡度有待改善。亮點為日式蒸蛋提供高蛋白低熱量，山藥紅棗雞湯與燙高麗菜保留營養豐富，麥片飯提供全穀纖維。隱憂為瓜仔肉加工肉類高鈉，綜合果汁添加糖分高，營養不均衡。整體屬一般均衡的一餐，建議減少加工肉類與添加糖分的食物。,6,"[""瓜仔肉"", ""麥片飯"", ""山藥紅棗雞湯"", ""日式蒸蛋"", ""有機高麗菜"", ""綜合果汁""]"
新北市萬里區大坪國小,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果齊全，搭配均衡。亮點為糙米飯提供纖維與礦物質，清燙荷葉白菜保留營養，香蕉提供豐富水果營養。烤雞腿控油但醬料略甜，金菇泡菜豆腐清淡營養豐富，紫菜魚丸湯加入紫菜老薑平衡營養。隱憂為魚丸加工度高，建議減少加工食品的攝入。整體屬均衡偏健康的一餐。,6,"[""香蕉"", ""糙米飯"", ""烤雞腿"", ""金菇泡菜豆腐"", ""紫菜魚丸湯"", ""有機荷葉白菜""]"
新北市萬里區大鵬國小,2026-03-31,4,本餐主食、主蛋白、蔬菜、湯品與水果齊全，搭配較為均衡。亮點為糙米飯提供纖維與礦物質，有機青松菜清燙保留營養，百香果富含天然維生素礦物質。隱憂為蜜汁照燒雞丁與醬燒豆腐的糖分和油脂偏高，肉羹湯為高加工食品，營養成分不均衡。整體屬一般均衡的一餐，建議減少高糖高油食材和加工食品的使用。,6,"[""糙米飯"", ""百香果"", ""蜜汁照燒雞丁"", ""醬燒豆腐"", ""肉羹湯"", ""有機青松菜""]"
新北市萬里區崁腳國小,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果齊全，搭配均衡。亮點為糙米飯提供纖維與礦物質，金菇泡菜豆腐清淡營養豐富，有機荷葉白菜保留纖維與礦物質，香蕉單一水果營養豐富。隱憂為烤雞腿醬料高糖，魚丸加工度高，建議減少醬料使用量並選擇低加工食品。整體屬均衡偏健康的一餐。,6,"[""香蕉"", ""糙米飯"", ""烤雞腿"", ""金菇泡菜豆腐"", ""紫菜魚丸湯"", ""有機荷葉白菜""]"
新北市萬里區萬里國中,2026-03-31,4,本餐主食、小米飯提供全穀類纖維與礦物質，主菜雖有滷雞腿鈉偏高，但副菜金菇泡菜豆腐清淡營養豐富。亮點為有機青松菜清燙保留纖維與礦物質，香蕉提供單一水果營養。隱憂為滷雞腿加工醬料不佳，紫菜魚丸湯營養不均衡，魚丸品質不佳。整體屬一般均衡的一餐，建議減少滷製與加工食品的使用。,6,"[""香蕉"", ""小米飯"", ""金菇泡菜豆腐"", ""滷雞腿"", ""紫菜魚丸湯"", ""有機青松菜""]"
新北市萬里區萬里國小,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果齊全，搭配均衡。亮點為糙米飯提供纖維與礦物質，清燙荷葉白菜保留營養，香蕉提供豐富水果營養。烤雞腿控油但醬料略甜，金菇泡菜豆腐清淡營養豐富，紫菜魚丸湯加入紫菜老薑平衡營養。隱憂為魚丸加工度高，建議減少加工食品的攝入。整體屬均衡偏健康的一餐。,6,"[""香蕉"", ""糙米飯"", ""烤雞腿"", ""金菇泡菜豆腐"", ""紫菜魚丸湯"", ""有機荷葉白菜""]"
新北市萬里區野柳國小,2026-03-31,3,本餐主食選用白飯，缺乏蛋白質與纖維，主菜與副菜皆為高油炸食，熱量與油脂明顯偏高；但有機青松菜提供優質纖維與礦物質，蘋果則補充水果纖維與抗氧化劑。隱憂為炸雞排與炸薯條高熱量高油，玉米濃湯雖有蔬菜成分但奶油使熱量偏高。整體屬高熱量、高油的偏不健康餐次，建議減少油炸食物並增加全穀與清淡烹調的比例。,6,"[""白飯"", ""蘋果"", ""炸雞排"", ""炸薯條"", ""玉米濃湯"", ""有機青松菜""]"
新北市蘆洲區三民高中,2026-03-31,4,本餐主食、主菜、副菜、蔬菜、湯品多樣，營養均衡。亮點為多種全谷物主食、清淡滷味滷香百頁、蒜泥白肉、多種蔬菜搭配豐富纖維與礦物質。隱憂為可樂餅高加工冷凍食品、結菜黑輪高加工高鈉、酸菜肉絲湯酸菜高鈉，建議減少加工食品與高鈉食材。整體屬均衡且豐富的一餐。,18,"[""白飯"", ""結菜黑輪"", ""酸菜肉絲湯"", ""滷香百頁(素)"", ""小米飯(素)"", ""哨子豆腐(素)"", ""履歷油麥菜(素)"", ""扁豆蔬菜湯(素)"", ""腐皮白菜(素)"", ""履歷油麥菜"", ""海鮮排"", ""泰式打拋鴿蛋"", ""紅藜飯"", ""田園時蔬(1"", ""蒜泥白肉"", ""薑絲鮮瓜湯"", ""福山萵苣"", ""可樂餅(1""]"
新北市蘆洲區仁愛國小,2026-03-31,4,本餐主食、主菜、副菜、蔬菜、湯品多樣，營養均衡度佳。亮點包含糯小米飯富含纖維、滷香黑干蛋白質豐富、麻油鮮魚營養豐富、多道蔬菜清燙或炒製保留纖維與礦物質、海帶鮮菇湯富含纖維與礦物質。隱憂為部分菜餚如泡菜燒肉、瓜仔肉、酸菜肉絲湯等鈉含量較高，少數菜餚如小籠包加工度高、炒高麗菜與鮞菇炒蛋油量略高。整體屬均衡且多樣的一餐，建議減少高鈉食材與油炸加工食品。,23,"[""胚芽飯"", ""白飯"", ""酸菜肉絲湯"", ""有機小芥菜"", ""小米飯(素)"", ""哨子豆腐(素)"", ""扁豆蔬菜湯(素)"", ""腐皮白菜(素)"", ""小米飯"", ""蔬炒絲瓜"", ""鮮菇炒蛋"", ""筍片排骨湯"", ""麻油鮮魚"", ""有機小芥菜(素)"", ""滷香黑干(素)"", ""結頭菜鮮蔬"", ""瓜仔肉"", ""泡菜燒肉"", ""有機蔬菜小芥菜"", ""小籠包"", ""打拋醬鴿蛋"", ""炒高麗菜"", ""海帶鮮菇湯""]"
新北市蘆洲區忠義國小,2026-03-31,4,本餐主食、主菜、副菜、蔬菜、湯品多樣，營養均衡度佳。亮點包含糯小米飯、胚芽飯提供纖維，麻油雞、泰式打拋鴿蛋、蔬炒絲瓜、鮮菇炒蛋、鮮蔬甘藍等菜餚均搭配蔬菜與蛋白質，保留纖維與礦物質；有機小芥菜清燙，和風鮮菇湯、筍片排骨湯清淡保留營養。隱憂為部分菜餚如泡菜燒肉、瓜仔肉、結菜黑輪高鈉，海鮮排加工度高，炒製手法可能略高油量。整體屬均衡且多樣的一餐，但仍需注意控制高鈉食材與油量。,17,"[""胚芽飯"", ""麻油雞"", ""白飯"", ""結菜黑輪"", ""酸菜肉絲湯"", ""有機小芥菜"", ""海鮮排"", ""泰式打拋鴿蛋"", ""小米飯"", ""蔬炒絲瓜"", ""鮮菇炒蛋"", ""筍片排骨湯"", ""鮮蔬甘藍"", ""和風鮮菇湯"", ""瓜仔肉"", ""泡菜燒肉"", ""有機蔬菜小芥菜""]"
新北市蘆洲區成功國小,2026-03-31,3,本餐主食、主菜、蔬菜、湯品與水果齊全，搭配相當均衡。亮點為主食選用胚芽飯提供全穀營養，冬瓜大麥湯與燙小芥菜清淡保留纖維與礦物質，桶柑提供新鮮水果纖維與維生素。然而，主菜瓜仔燒肉與素肉選擇存在醃漬與高加工問題，副菜香酥芝麻球為高熱量油炸食品，營養價值低。整體屬一般均衡，但可改善的部分在於減少高加工與油炸食品的出現，增加清淡烹調手法的比例。,12,"[""胚芽飯"", ""有機小芥菜"", ""胚芽飯(素)"", ""桶柑"", ""瓜仔燒肉"", ""瓜仔素肉(素)"", ""冬瓜大麥湯(素)"", ""海根腐皮"", ""海根腐皮(素)"", ""香酥芝麻球"", ""香酥芝麻球(素)"", ""冬瓜大麥湯""]"
新北市蘆洲區私立徐匯高中,2026-03-31,4,本餐主食、主蛋白、蔬菜、湯品與副菜齊全，但主食選用白飯，缺乏蛋白質與纖維。亮點為清燙小芥菜保留纖維與礦物質，酸辣湯清淡且營養豐富。隱憂為主菜雞腿排缺乏蔬菜搭配，副菜雖有豆製品補充蛋白，但缺乏明確烹飪手法評估，建議增加蔬菜搭配與選用清淡烹飪手法。整體屬偏健康的一餐。,6,"[""白飯"", ""有機小芥菜"", ""紐澳良腿排"", ""朴菜筍干"", ""麻婆豆腐"", ""酸辣湯""]"
新北市蘆洲區蘆洲國中,2026-03-31,3,本餐主食選用全穀類搭配白米，提供纖維與營養。亮點包含多道蔬菜清燙保留礦物質與纖維、海鮮菇湯與玉米蛋花湯清淡保留營養、豆瓣鮮魚搭配豆腐提供優質蛋白。然而，隱憂為部分主菜與副菜選用高加工食材，如咖哩燴冬粉、果香豆腸、紅燒豆包等，營養平衡度不佳，且部分菜餚如椒鹽香酥雞熱量高且營養低。整體屬一般的餐次，建議減少高加工食材的使用，增加清淡烹調的菜餚。,17,"[""胚芽飯"", ""海鮮排"", ""咖哩燴冬粉(素)"", ""果香豆腸(素)"", ""紅燒豆包(素)"", ""豆瓣鮮魚(非基改)"", ""大麥飯"", ""胚芽飯(素)"", ""椒鹽香酥雞"", ""綜合關東煮"", ""鄉村粉絲"", ""酸辣湯(素)"", ""鮮蔬甘藍"", ""和風鮮菇湯"", ""玉米蛋花湯(非基改)"", ""產履油麥菜"", ""油麥菜(履歷)""]"
新北市蘆洲區蘆洲國小,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果齊全，搭配均衡。亮點為糙米飯提供纖維與礦物質、多道蔬菜清淡烹調保留營養、水果提供纖維與維生素。隱憂為酥炸蘿蔔糕高加工高熱量，肉絲黃芽加工度較高，建議減少加工食品與油炸頻率。整體屬均衡偏健康的一餐。,11,"[""糙米飯"", ""1150331古早味瓜仔肉"", ""1150331瓜仔干丁(素)"", ""1150331有機小芥菜(素)"", ""1150331紅絲黃芽(素)"", ""1150331肉絲黃芽"", ""1150331蔬菜豆腐湯"", ""1150331酥炸蘿蔔糕(素)"", ""1150331蔬菜蛋花湯"", ""1150331有機小芥菜"", ""1150331水果""]"
新北市蘆洲區鷺江國中,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與副菜齊全，搭配均衡。亮點為紅藜飯提供全谷物纖維，多種蔬菜組合如田園時蔬、履歷油麥菜、福山萵苣等保留營養豐富，薑絲鮮瓜湯與酸菜肉絲湯清淡解膩。隱憂為可樂餅高加工冷凍食品，結菜黑輪高加工高鈉，白飯缺乏蛋白質與纖維，建議減少加工食品與增加全穀主食。整體屬均衡偏健康的一餐。,17,"[""麻油雞"", ""白飯"", ""結菜黑輪"", ""蒸蛋"", ""酸菜肉絲湯"", ""履歷油麥菜"", ""家常豆腐(素1)"", ""紅藜飯"", ""紅藜飯(素)"", ""田園時蔬(1"", ""田園時蔬(素1)"", ""蒜泥白肉"", ""薑絲鮮瓜湯(素)"", ""香滷蘭花干(素1)"", ""薑絲鮮瓜湯"", ""福山萵苣"", ""可樂餅(1""]"
新北市蘆洲區鷺江國小,2026-03-31,4,本餐主食、主菜、副菜、蔬菜、湯品多樣，營養均衡。亮點為糯小米飯、胚芽飯提供纖維，小米飯(素)與白飯搭配平衡，滷香黑干、麻油雞、哨子豆腐、扁豆蔬菜湯等菜餚均富含蛋白質與纖維，有機小芥菜、和風鮮菇湯、筍片排骨湯等保留礦物質與纖維。隱憂為泡菜燒肉、瓜仔肉、海鮮排、起司球等菜餚加工度高或鈉含量偏高，建議減少加工食品與高鈉食材的攝取。整體屬均衡且多樣的一餐。,23,"[""胚芽飯"", ""麻油雞"", ""白飯"", ""酸菜肉絲湯"", ""有機小芥菜"", ""小米飯(素)"", ""哨子豆腐(素)"", ""扁豆蔬菜湯(素)"", ""腐皮白菜(素)"", ""海鮮排"", ""小米飯"", ""蔬炒絲瓜"", ""筍片排骨湯"", ""鮮蔬甘藍"", ""和風鮮菇湯"", ""有機小芥菜(素)"", ""滷香黑干(素)"", ""瓜仔肉"", ""打拋鴿蛋"", ""泡菜燒肉"", ""有機蔬菜小芥菜"", ""起司球x2"", ""結菜煮""]"
新北市貢寮區和美國小,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果齊全，搭配均衡。亮點為地瓜白飯提供纖維，清燙有機蔬菜保留礦物質，酸菜豬血湯富含鐵，牛奶提供優質鈣質。隱憂為滷雞翅高鈉，風味料多營養不足，寧波年糕熱量偏高，建議減少滷包與年糕的攝入量。整體屬均衡偏健康的一餐。,6,"[""酸菜豬血湯"", ""滷雞翅"", ""地瓜白飯"", ""寧波年糕"", ""有機蔬菜"", ""牛奶""]"
新北市貢寮區澳底國小,2026-03-31,3,本餐主食地瓜白飯提供複合碳水化合物，搭配優質蛋白與蔬菜，但主菜滷雞翅與副菜寧波年糕高鈉與加工料偏多。亮點為有機蔬菜清燙保留纖維，牛奶提供優質蛋白與鈣質。隱憂為滷包與年糕高鈉，酸菜豬血湯使用高鮮味精，建議減少滷包與年糕的使用量，選用低鈉調味料。整體屬一般的一餐，需要調整部分料理手法與食材以達均衡營養。,6,"[""滷雞翅"", ""地瓜白飯"", ""寧波年糕"", ""酸菜豬血湯"", ""有機蔬菜"", ""牛奶""]"
新北市貢寮區福連國小,2026-03-31,4,本餐主食、主蛋白、蔬菜、湯品與水果齊全，搭配較為均衡。亮點為全穀糙米白飯提供纖維與礦物質、有機蔬菜清燙保留營養、酸菜豬血湯富含鐵與維生素、水果提供新鮮維生素與礦物質。隱憂為滷雞翅與寧波年糕鈉與碳水含量略高，建議適量控制食用。整體屬偏健康的一餐，均衡度尚可，但仍需注意調整部分菜餚的烹調方法與食材選擇。,6,"[""糙米白飯"", ""寧波年糕"", ""酸菜豬血湯"", ""滷雞翅"", ""有機蔬菜"", ""水果""]"
新北市貢寮區福隆國小,2026-03-31,4,本餐主食、主蛋白、蔬菜、湯品與水果齊全，搭配均衡。亮點為全穀糙米白飯提供纖維與礦物質，有機蔬菜清燙保留營養，酸菜豬血湯富含鐵與維生素，水果提供新鮮維生素與礦物質。隱憂為滷雞翅加工鈉偏高，年糕高碳水需搭配平衡。整體屬均衡偏健康的一餐，建議減少滷製加工食品的攝入。,6,"[""糙米白飯"", ""寧波年糕"", ""酸菜豬血湯"", ""滷雞翅"", ""有機蔬菜"", ""水果""]"
新北市貢寮區豐珠高中,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果齊全，搭配較為均衡。亮點為糙米白飯提供纖維，清燙有機蔬菜保留礦物質，水果補充維生素與礦物質。隱憂為滷雞翅與酸菜豬血湯的鈉含量偏高，年糕碳水化合物較高，建議適量控制食用。整體屬偏健康的一餐，若能減少高鈉食材與調味，健康度將更上一層樓。,6,"[""寧波年糕"", ""有機蔬菜"", ""滷雞翅"", ""水果"", ""糙米白飯"", ""酸菜豬血湯""]"
新北市貢寮區貢寮國小,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果齊全，搭配均衡。亮點為全穀蕎麥白飯提供纖維，寧波年糕與有機蔬菜清燙均衡營養，酸菜豬血湯富鐵，牛奶補充鈣質。隱憂為滷雞翅高鈉，風味料多營養不足，建議減少滷包使用量。整體屬均衡偏健康的一餐。,6,"[""有機蔬菜"", ""酸菜豬血湯"", ""滷雞翅"", ""牛奶"", ""蕎麥白飯"", ""寧波年糕""]"
新北市金山區三和國小,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果齊全，搭配均衡。亮點為燉豬肉排骨提供豐富蛋白質，小芥菜清燙保留纖維與礦物質，桶柑提供天然水果營養。隱憂為奶油玉米飯與燉豬肉排骨可能略高鈉，溫拌川耳營養較低，建議增加更多蔬菜選擇。整體屬均衡偏健康的一餐。,6,"[""有機小芥菜"", ""燉豬肉排骨"", ""奶油玉米飯"", ""溫拌川耳"", ""餛飩蛋花湯"", ""桶柑""]"
新北市金山區中角國小,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果齊全，搭配較為均衡。亮點為糙米飯提供纖維與礦物質，有機高麗菜清淡燙烹調保留營養，小番茄富含維生素。隱憂為蜜汁照燒雞丁與醬燒豆腐的糖鹽偏高，肉羹湯的高鈉，建議減少醬汁與調味料的使用，選擇低鈉的肉羹。整體屬偏健康的一餐，但需注意調味料的控制。,6,"[""糙米飯"", ""小番茄"", ""蜜汁照燒雞丁"", ""醬燒豆腐"", ""肉羹湯"", ""有機高麗菜""]"
新北市金山區金山國小,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果齊全，搭配均衡。亮點為有機小芥菜清燙保留纖維與礦物質，桶柑提供天然水果營養，奶油玉米飯與餛飩蛋花湯營養豐富。隱憂為燉豬肉排骨可能含有較高的鈉含量，溫拌川耳雖然低熱量但仍需注意調味料的使用。整體屬均衡偏健康的一餐。,6,"[""有機小芥菜"", ""燉豬肉排骨"", ""奶油玉米飯"", ""溫拌川耳"", ""餛飩蛋花湯"", ""桶柑""]"
新北市金山區金山高中,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果齊全，搭配均衡。亮點為燉豬肉排骨提供豐富蛋白質，小芥菜清燙保留纖維與礦物質，桶柑提供天然水果營養。隱憂為奶油玉米飯可能略高熱量，溫拌川耳雖高纖維但需注意調味，燉豬肉排骨與餛飩蛋花湯可能略高鈉，建議適量控制。整體屬均衡偏健康的一餐。,6,"[""有機小芥菜"", ""燉豬肉排骨"", ""奶油玉米飯"", ""溫拌川耳"", ""餛飩蛋花湯"", ""桶柑""]"
新北市金山區金美國小,2026-03-31,4,本餐主食、主蛋白、蔬菜、湯品與水果齊全，搭配均衡。亮點為糙米飯提供纖維與礦物質，有機白菜清燙保留營養，蘋果富含纖維與抗氧化劑。隱憂為蜜汁照燒雞丁與醬燒豆腐的醬汁鈉糖偏高，肉羹湯高鈉，建議減少醬汁分量並選用低鈉調味料。整體屬均衡偏健康的一餐。,6,"[""糙米飯"", ""蘋果"", ""蜜汁照燒雞丁"", ""醬燒豆腐"", ""肉羹湯"", ""有機白菜""]"
新北市雙溪區上林國小,2026-03-31,4,本餐主食、主蛋白、蔬菜、湯品與水果齊全，搭配較為均衡。亮點為家常滷肉去皮減脂，搭配蔬菜滷製營養平衡，青菜清燙保留纖維與礦物質，味噌魚片湯清淡營養豐富，鮮奶富含鈣質。隱憂為主食白飯缺乏蛋白質與纖維，蕃茄燴豆腐雖營養佳但燴製法油鹽偏高，建議增加全穀主食比例並調整烹調方法以降低油鹽攝入。整體屬偏健康的一餐。,6,"[""白飯"", ""家常滷肉"", ""蕃茄燴豆腐"", ""味噌魚片湯"", ""青菜"", ""鮮奶""]"
新北市雙溪區柑林國小,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與附餐齊全，搭配均衡。亮點為燕麥飯提供全穀纖維，咖哩豬搭配蔬菜，清燙有機山菠菜保留礦物質，酸辣湯多種蔬菜蛋白質豐富，鮮奶富含鈣質。隱憂為副菜珍珠丸屬高加工肉類，營養價值低，建議替換為天然食材；咖哩豬缺烹飪手法資訊，可能有高油或高鈉的隱憂。整體屬偏健康的一餐，需注意副菜選擇與烹飪手法。,6,"[""燕麥飯"", ""鮮奶"", ""咖哩豬"", ""珍珠丸"", ""酸辣湯"", ""有機山菠菜""]"
新北市雙溪區牡丹國小,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果齊全，搭配均衡。亮點為燕麥飯提供全穀纖維，咖哩豬搭配蔬菜，清燙山菠菜保留礦物質，酸辣湯多種蔬菜蛋白質豐富，鮮奶富含鈣質。隱憂為副菜珍珠丸屬高加工肉類，營養價值低，建議替換為天然食材；咖哩豬缺烹飪手法資訊，可能有高油或高鹽問題。整體屬偏健康的一餐，需注意副菜選擇與烹飪手法。,6,"[""燕麥飯"", ""鮮奶"", ""咖哩豬"", ""珍珠丸"", ""酸辣湯"", ""有機山菠菜""]"
新北市雙溪區雙溪國小,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果齊全，搭配均衡。亮點為燕麥飯提供全穀纖維、有機山菠菜清燙保留營養、酸辣湯多種蔬菜蛋白質豐富、鮮奶富含鈣質。隱憂為副菜珍珠丸為高加工肉類，營養價值低，建議替換為天然食材；主菜咖哩豬缺烹飪手法資訊，可能含高油或高鈉，需注意調味。整體屬偏健康的一餐，需注意副菜選擇。,6,"[""燕麥飯"", ""鮮奶"", ""咖哩豬"", ""珍珠丸"", ""酸辣湯"", ""有機山菠菜""]"
新北市雙溪區雙溪高中,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果均有搭配，營養豐富。亮點為燕麥飯提供全穀纖維、有機山菠菜清燙保留營養、酸辣湯多種蔬菜蛋白質豐富、桶柑天然水果營養佳。然而，隱憂為珍珠丸高加工肉類營養價值低，雪菜干丁高鈉醃菜營養平衡度較差，建議減少加工食品的攝入。整體屬偏健康的一餐，但仍需注意食材的選擇與烹飪手法。,7,"[""燕麥飯"", ""桶柑"", ""咖哩豬"", ""珍珠丸"", ""酸辣湯"", ""有機山菠菜"", ""雪菜干丁""]"
新北市鶯歌區中湖國小,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果齊全，搭配均衡。亮點為小米飯提供全谷物纖維，小芥菜與腐皮高麗菜保留蔬菜營養，麻油菇菇湯清淡豐富，棗子提供天然纖維。隱憂為鹹酥雞的烹飪手法不佳，可能含高鹽或不明風味劑，建議改善烹飪手法。整體屬均衡偏健康的一餐。,6,"[""有機小芥菜"", ""棗子"", ""鹹酥雞"", ""小米飯"", ""腐皮高麗菜"", ""麻油菇菇湯""]"
新北市鶯歌區二橋國小,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果齊全，搭配均衡。亮點為五穀飯提供全穀營養，玉米蒸肉低油，青松菜清燙保留纖維，山藥雞湯營養豐富，香蕉提供優質水果營養。隱憂為副菜芹香甜不辣含天婦羅高熱量，調味品高鈉且缺乏優質營養，建議減少使用高鈉調味品並增加清淡烹調。整體屬均衡偏健康的一餐。,7,"[""香蕉"", ""五穀飯"", ""青松菜"", ""玉米蒸肉"", ""芹香甜不辣"", ""調味品"", ""山藥雞湯""]"
新北市鶯歌區尖山國中,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果齊全，搭配均衡。亮點為小米飯提供全谷物纖維，麻油菇菇湯與燙小芥菜清淡解膩，腐皮高麗菜補充植物蛋白，棗子提供天然纖維與礦物質。隱憂為鹹酥雞的烹飪手法不佳，可能含有過多油鹽，建議改以清淡手法烹調。整體屬均衡偏健康的一餐。,6,"[""有機小芥菜"", ""棗子"", ""鹹酥雞"", ""小米飯"", ""腐皮高麗菜"", ""麻油菇菇湯""]"
新北市鶯歌區建國國小,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果齊全，搭配均衡。亮點為小米飯提供全谷物纖維，小芥菜與腐皮高麗菜保留蔬菜營養，麻油菇菇湯清淡營養豐富，棗子提供天然纖維與礦物質。隱憂為鹹酥雞的烹飪手法可能導致油鹽偏高，建議改以清淡手法烹調。整體屬均衡偏健康的一餐。,6,"[""有機小芥菜"", ""棗子"", ""鹹酥雞"", ""小米飯"", ""腐皮高麗菜"", ""麻油菇菇湯""]"
新北市鶯歌區昌福國小,2026-03-31,4,本餐主食、主菜、副菜、蔬菜、湯品均衡搭配，主食糙米飯提供纖維與礦物質。亮點為清燙小芥菜保留營養、清炒胡瓜與時蔬冬粉湯均以清淡手法烹調。隱憂為咖哩雞丁缺乏明確烹飪手法資訊，可能含有高鈉或油脂；整體屬均衡的一餐，但建議關注主菜的烹飪過程以確保健康。,5,"[""糙米飯"", ""有機小芥菜"", ""咖哩雞丁"", ""清炒胡瓜"", ""時蔬冬粉湯""]"
新北市鶯歌區永吉國小,2026-03-31,4,本餐主食、主菜、副菜、蔬菜、湯品均衡搭配，糙米飯提供纖維與礦物質，清炒胡瓜與有機小芥菜保留蔬菜營養。亮點為糙米飯與時蔬冬粉湯均以清淡手法烹調，保留營養成分。隱憂為咖哩雞丁缺乏明確烹飪手法資訊，可能含有高鈉或油脂；整體屬於均衡且清淡的一餐，但建議注意主菜的烹飪手法。,5,"[""糙米飯"", ""有機小芥菜"", ""咖哩雞丁"", ""清炒胡瓜"", ""時蔬冬粉湯""]"
